Date,Place,Crop,Production
2018-07-31,Mankayan,Sweet Pepper,24.304
2018-08-31,Mankayan,Sweet Pepper,26.564
2018-09-30,Mankayan,Sweet Pepper,35.608
2018-10-31,Mankayan,Sweet Pepper,45.216
2018-11-30,Mankayan,Sweet Pepper,238.514
2018-12-31,Mankayan,Sweet Pepper,319.338
2019-01-31,Mankayan,Sweet Pepper,25.604
2019-02-28,Mankayan,Sweet Pepper,15.1
2019-03-31,Mankayan,Sweet Pepper,17.726
2019-04-30,Mankayan,Sweet Pepper,42.673
2019-05-31,Mankayan,Sweet Pepper,67.62
2019-06-30,Mankayan,Sweet Pepper,343.35
2019-07-31,Mankayan,Sweet Pepper,28.23
2019-08-31,Mankayan,Sweet Pepper,30.856
2019-09-30,Mankayan,Sweet Pepper,41.36
2019-10-31,Mankayan,Sweet Pepper,52.52
2019-11-30,Mankayan,Sweet Pepper,277.043
2019-12-31,Mankayan,Sweet Pepper,370.923
2015-01-31,Sablan,Sweet Pepper,8.443
2015-02-28,Sablan,Sweet Pepper,4.979
2015-03-31,Sablan,Sweet Pepper,5.845
2015-04-30,Sablan,Sweet Pepper,14.071
2015-05-31,Sablan,Sweet Pepper,22.297
2015-06-30,Sablan,Sweet Pepper,113.219
2015-07-31,Sablan,Sweet Pepper,9.309
2015-08-31,Sablan,Sweet Pepper,10.175
2015-09-30,Sablan,Sweet Pepper,13.638
2015-10-31,Sablan,Sweet Pepper,17.318
2015-11-30,Sablan,Sweet Pepper,91.355
2015-12-31,Sablan,Sweet Pepper,122.311
2016-01-31,Sablan,Sweet Pepper,10.8
2016-02-29,Sablan,Sweet Pepper,6.369
2016-03-31,Sablan,Sweet Pepper,7.477
2016-04-30,Sablan,Sweet Pepper,18
2016-05-31,Sablan,Sweet Pepper,28.523
2016-06-30,Sablan,Sweet Pepper,144.829
2016-07-31,Sablan,Sweet Pepper,11.908
2016-08-31,Sablan,Sweet Pepper,13.015
2016-09-30,Sablan,Sweet Pepper,17.446
2016-10-31,Sablan,Sweet Pepper,22.154
2016-11-30,Sablan,Sweet Pepper,116.86
2016-12-31,Sablan,Sweet Pepper,156.46
2017-01-31,Sablan,Sweet Pepper,12.048
2017-02-28,Sablan,Sweet Pepper,7.105
2017-03-31,Sablan,Sweet Pepper,8.341
2017-04-30,Sablan,Sweet Pepper,20.08
2017-05-31,Sablan,Sweet Pepper,31.819
2017-06-30,Sablan,Sweet Pepper,161.565
2017-07-31,Sablan,Sweet Pepper,13.284
2017-08-31,Sablan,Sweet Pepper,14.519
2017-09-30,Sablan,Sweet Pepper,19.462
2017-10-31,Sablan,Sweet Pepper,24.714
2017-11-30,Sablan,Sweet Pepper,130.364
2017-12-31,Sablan,Sweet Pepper,174.54
2018-01-31,Sablan,Sweet Pepper,10.454
2018-02-28,Sablan,Sweet Pepper,6.165
2018-03-31,Sablan,Sweet Pepper,7.237
2018-04-30,Sablan,Sweet Pepper,17.423
2018-05-31,Sablan,Sweet Pepper,27.608
2018-06-30,Sablan,Sweet Pepper,140.185
2018-07-31,Sablan,Sweet Pepper,11.526
2018-08-31,Sablan,Sweet Pepper,12.598
2018-09-30,Sablan,Sweet Pepper,16.887
2018-10-31,Sablan,Sweet Pepper,21.443
2018-11-30,Sablan,Sweet Pepper,113.113
2018-12-31,Sablan,Sweet Pepper,151.443
2019-01-31,Sablan,Sweet Pepper,12.463
2019-02-28,Sablan,Sweet Pepper,7.35
2019-03-31,Sablan,Sweet Pepper,8.628
2019-04-30,Sablan,Sweet Pepper,20.771
2019-05-31,Sablan,Sweet Pepper,32.915
2019-06-30,Sablan,Sweet Pepper,167.13
2019-07-31,Sablan,Sweet Pepper,13.741
2019-08-31,Sablan,Sweet Pepper,15.019
2019-09-30,Sablan,Sweet Pepper,20.132
2019-10-31,Sablan,Sweet Pepper,25.565
2019-11-30,Sablan,Sweet Pepper,134.854
2019-12-31,Sablan,Sweet Pepper,180.551
2015-01-31,Tuba,Sweet Pepper,11.012
2015-02-28,Tuba,Sweet Pepper,6.494
2015-03-31,Tuba,Sweet Pepper,7.623
2015-04-30,Tuba,Sweet Pepper,18.353
2015-05-31,Tuba,Sweet Pepper,29.082
2015-06-30,Tuba,Sweet Pepper,147.669
2015-07-31,Tuba,Sweet Pepper,12.141
2015-08-31,Tuba,Sweet Pepper,13.27
2015-09-30,Tuba,Sweet Pepper,17.788
2015-10-31,Tuba,Sweet Pepper,22.588
2015-11-30,Tuba,Sweet Pepper,119.152
2015-12-31,Tuba,Sweet Pepper,159.528
2016-01-31,Tuba,Sweet Pepper,3.246
2016-02-29,Tuba,Sweet Pepper,1.915
2016-03-31,Tuba,Sweet Pepper,2.247
2016-04-30,Tuba,Sweet Pepper,5.411
2016-05-31,Tuba,Sweet Pepper,8.574
2016-06-30,Tuba,Sweet Pepper,43.535
2016-07-31,Tuba,Sweet Pepper,3.579
2016-08-31,Tuba,Sweet Pepper,3.912
2016-09-30,Tuba,Sweet Pepper,5.244
2016-10-31,Tuba,Sweet Pepper,6.659
2016-11-30,Tuba,Sweet Pepper,35.127
2016-12-31,Tuba,Sweet Pepper,47.031
2017-01-31,Tuba,Sweet Pepper,3.247
2017-02-28,Tuba,Sweet Pepper,1.915
2017-03-31,Tuba,Sweet Pepper,2.248
2017-04-30,Tuba,Sweet Pepper,5.411
2017-05-31,Tuba,Sweet Pepper,8.575
2017-06-30,Tuba,Sweet Pepper,43.54
2017-07-31,Tuba,Sweet Pepper,3.58
2017-08-31,Tuba,Sweet Pepper,3.913
2017-09-30,Tuba,Sweet Pepper,5.245
2017-10-31,Tuba,Sweet Pepper,6.66
2017-11-30,Tuba,Sweet Pepper,35.132
2017-12-31,Tuba,Sweet Pepper,47.036
2018-01-31,Tuba,Sweet Pepper,2.896
2018-02-28,Tuba,Sweet Pepper,1.708
2018-03-31,Tuba,Sweet Pepper,2.005
2018-04-30,Tuba,Sweet Pepper,4.826
2018-05-31,Tuba,Sweet Pepper,7.648
2018-06-30,Tuba,Sweet Pepper,38.833
2018-07-31,Tuba,Sweet Pepper,3.193
2018-08-31,Tuba,Sweet Pepper,3.49
2018-09-30,Tuba,Sweet Pepper,4.678
2018-10-31,Tuba,Sweet Pepper,5.94
2018-11-30,Tuba,Sweet Pepper,31.334
2018-12-31,Tuba,Sweet Pepper,41.951
2019-01-31,Tuba,Sweet Pepper,2.991
2019-02-28,Tuba,Sweet Pepper,1.764
2019-03-31,Tuba,Sweet Pepper,2.07
2019-04-30,Tuba,Sweet Pepper,4.984
2019-05-31,Tuba,Sweet Pepper,7.898
2019-06-30,Tuba,Sweet Pepper,40.104
2019-07-31,Tuba,Sweet Pepper,3.297
2019-08-31,Tuba,Sweet Pepper,3.604
2019-09-30,Tuba,Sweet Pepper,4.831
2019-10-31,Tuba,Sweet Pepper,6.134
2019-11-30,Tuba,Sweet Pepper,32.359
2019-12-31,Tuba,Sweet Pepper,43.324
2015-01-31,Tublay,Sweet Pepper,5.297
2015-02-28,Tublay,Sweet Pepper,3.124
2015-03-31,Tublay,Sweet Pepper,3.667
2015-04-30,Tublay,Sweet Pepper,8.828
2015-05-31,Tublay,Sweet Pepper,13.989
2015-06-30,Tublay,Sweet Pepper,71.031
2015-07-31,Tublay,Sweet Pepper,5.84
2015-08-31,Tublay,Sweet Pepper,6.383
2015-09-30,Tublay,Sweet Pepper,8.556
2015-10-31,Tublay,Sweet Pepper,10.865
2015-11-30,Tublay,Sweet Pepper,57.314
2015-12-31,Tublay,Sweet Pepper,76.735
2016-01-31,Tublay,Sweet Pepper,17.636
2016-02-29,Tublay,Sweet Pepper,10.401
2016-03-31,Tublay,Sweet Pepper,12.21
2016-04-30,Tublay,Sweet Pepper,29.394
2016-05-31,Tublay,Sweet Pepper,46.578
2016-06-30,Tublay,Sweet Pepper,236.508
2016-07-31,Tublay,Sweet Pepper,19.445
2016-08-31,Tublay,Sweet Pepper,21.254
2016-09-30,Tublay,Sweet Pepper,28.49
2016-10-31,Tublay,Sweet Pepper,36.177
2016-11-30,Tublay,Sweet Pepper,190.835
2016-12-31,Tublay,Sweet Pepper,255.501
2017-01-31,Tublay,Sweet Pepper,15.414
2017-02-28,Tublay,Sweet Pepper,9.09
2017-03-31,Tublay,Sweet Pepper,10.671
2017-04-30,Tublay,Sweet Pepper,25.69
2017-05-31,Tublay,Sweet Pepper,40.708
2017-06-30,Tublay,Sweet Pepper,206.703
2017-07-31,Tublay,Sweet Pepper,16.995
2017-08-31,Tublay,Sweet Pepper,18.576
2017-09-30,Tublay,Sweet Pepper,24.899
2017-10-31,Tublay,Sweet Pepper,31.618
2017-11-30,Tublay,Sweet Pepper,166.785
2017-12-31,Tublay,Sweet Pepper,223.302
2018-01-31,Tublay,Sweet Pepper,12.371
2018-02-28,Tublay,Sweet Pepper,7.296
2018-03-31,Tublay,Sweet Pepper,8.564
2018-04-30,Tublay,Sweet Pepper,20.618
2018-05-31,Tublay,Sweet Pepper,32.672
2018-06-30,Tublay,Sweet Pepper,165.896
2018-07-31,Tublay,Sweet Pepper,13.64
2018-08-31,Tublay,Sweet Pepper,14.908
2018-09-30,Tublay,Sweet Pepper,19.984
2018-10-31,Tublay,Sweet Pepper,25.376
2018-11-30,Tublay,Sweet Pepper,133.858
2018-12-31,Tublay,Sweet Pepper,179.218
2019-01-31,Tublay,Sweet Pepper,16.198
2019-02-28,Tublay,Sweet Pepper,9.552
2019-03-31,Tublay,Sweet Pepper,11.214
2019-04-30,Tublay,Sweet Pepper,26.996
2019-05-31,Tublay,Sweet Pepper,42.778
2019-06-30,Tublay,Sweet Pepper,217.215
2019-07-31,Tublay,Sweet Pepper,17.859
2019-08-31,Tublay,Sweet Pepper,19.52
2019-09-30,Tublay,Sweet Pepper,26.165
2019-10-31,Tublay,Sweet Pepper,33.226
2019-11-30,Tublay,Sweet Pepper,175.267
2019-12-31,Tublay,Sweet Pepper,234.659
2015-01-31,Atok,White Potato,2477.891
2015-02-28,Atok,White Potato,2799.695
2015-03-31,Atok,White Potato,2005.912
2015-04-30,Atok,White Potato,1340.85
2015-05-31,Atok,White Potato,1802.102
2015-06-30,Atok,White Potato,2606.612
2015-07-31,Atok,White Potato,3293.128
2015-08-31,Atok,White Potato,504.16
2015-09-30,Atok,White Potato,675.788
2015-10-31,Atok,White Potato,858.144
2015-11-30,Atok,White Potato,1276.489
2015-12-31,Atok,White Potato,1812.829
2016-01-31,Atok,White Potato,1401.409
2016-02-29,Atok,White Potato,1583.41
2016-03-31,Atok,White Potato,1134.474
2016-04-30,Atok,White Potato,758.338
2016-05-31,Atok,White Potato,1019.206
2016-06-30,Atok,White Potato,1474.209
2016-07-31,Atok,White Potato,1862.478
2016-08-31,Atok,White Potato,285.135
2016-09-30,Atok,White Potato,382.202
2016-10-31,Atok,White Potato,485.336
2016-11-30,Atok,White Potato,721.938
2016-12-31,Atok,White Potato,1025.273
2017-01-31,Atok,White Potato,2326.512
2017-02-28,Atok,White Potato,2628.656
2017-03-31,Atok,White Potato,1883.367
2017-04-30,Atok,White Potato,1258.935
2017-05-31,Atok,White Potato,1692.009
2017-06-30,Atok,White Potato,2447.37
2017-07-31,Atok,White Potato,3091.944
2017-08-31,Atok,White Potato,473.36
2017-09-30,Atok,White Potato,634.503
2017-10-31,Atok,White Potato,805.718
2017-11-30,Atok,White Potato,1198.506
2017-12-31,Atok,White Potato,1702.08
2018-01-31,Atok,White Potato,2139.467
2018-02-28,Atok,White Potato,2417.319
2018-03-31,Atok,White Potato,1731.949
2018-04-30,Atok,White Potato,1157.72
2018-05-31,Atok,White Potato,1555.976
2018-06-30,Atok,White Potato,2250.608
2018-07-31,Atok,White Potato,2843.36
2018-08-31,Atok,White Potato,435.303
2018-09-30,Atok,White Potato,583.491
2018-10-31,Atok,White Potato,740.941
2018-11-30,Atok,White Potato,1102.149
2018-12-31,Atok,White Potato,1565.237
2019-01-31,Atok,White Potato,2876.007
2019-02-28,Atok,White Potato,3249.514
2019-03-31,Atok,White Potato,2328.196
2019-04-30,Atok,White Potato,1556.281
2019-05-31,Atok,White Potato,2091.641
2019-06-30,Atok,White Potato,3025.41
2019-07-31,Atok,White Potato,3822.225
2019-08-31,Atok,White Potato,585.162
2019-09-30,Atok,White Potato,784.365
2019-10-31,Atok,White Potato,996.02
2019-11-30,Atok,White Potato,1481.579
2019-12-31,Atok,White Potato,2104.091
2015-01-31,Bakun,White Potato,3353.427
2015-02-28,Bakun,White Potato,3788.937
2015-03-31,Bakun,White Potato,2714.679
2015-04-30,Bakun,White Potato,1814.625
2015-05-31,Bakun,White Potato,2438.856
2015-06-30,Bakun,White Potato,3527.631
2015-07-31,Bakun,White Potato,4456.719
2015-08-31,Bakun,White Potato,682.299
2015-09-30,Bakun,White Potato,914.571
2015-10-31,Bakun,White Potato,1161.36
2015-11-30,Bakun,White Potato,1727.523
2015-12-31,Bakun,White Potato,2453.373
2016-01-31,Bakun,White Potato,2933.03
2016-02-29,Bakun,White Potato,3313.943
2016-03-31,Bakun,White Potato,2374.358
2016-04-30,Bakun,White Potato,1587.138
2016-05-31,Bakun,White Potato,2133.113
2016-06-30,Bakun,White Potato,3085.395
2016-07-31,Bakun,White Potato,3898.01
2016-08-31,Bakun,White Potato,596.764
2016-09-30,Bakun,White Potato,799.917
2016-10-31,Bakun,White Potato,1015.768
2016-11-30,Bakun,White Potato,1510.955
2016-12-31,Bakun,White Potato,2145.81
2017-01-31,Bakun,White Potato,3651.625
2017-02-28,Bakun,White Potato,4125.862
2017-03-31,Bakun,White Potato,2956.077
2017-04-30,Bakun,White Potato,1975.988
2017-05-31,Bakun,White Potato,2655.727
2017-06-30,Bakun,White Potato,3841.32
2017-07-31,Bakun,White Potato,4853.025
2017-08-31,Bakun,White Potato,742.971
2017-09-30,Bakun,White Potato,995.898
2017-10-31,Bakun,White Potato,1264.632
2017-11-30,Bakun,White Potato,1881.14
2017-12-31,Bakun,White Potato,2671.535
2018-01-31,Bakun,White Potato,4013.995
2018-02-28,Bakun,White Potato,4535.293
2018-03-31,Bakun,White Potato,3249.424
2018-04-30,Bakun,White Potato,2172.075
2018-05-31,Bakun,White Potato,2919.269
2018-06-30,Bakun,White Potato,4222.514
2018-07-31,Bakun,White Potato,5334.616
2018-08-31,Bakun,White Potato,816.7
2018-09-30,Bakun,White Potato,1094.726
2018-10-31,Bakun,White Potato,1390.128
2018-11-30,Bakun,White Potato,2067.815
2018-12-31,Bakun,White Potato,2936.645
2019-01-31,Bakun,White Potato,4029.102
2019-02-28,Bakun,White Potato,4552.362
2019-03-31,Bakun,White Potato,3261.654
2019-04-30,Bakun,White Potato,2180.25
2019-05-31,Bakun,White Potato,2930.256
2019-06-30,Bakun,White Potato,4238.406
2019-07-31,Bakun,White Potato,5354.694
2019-08-31,Bakun,White Potato,819.774
2019-09-30,Bakun,White Potato,1098.846
2019-10-31,Bakun,White Potato,1395.36
2019-11-30,Bakun,White Potato,2075.598
2019-12-31,Bakun,White Potato,2947.698
2015-01-31,Bokod,White Potato,84.924
2015-02-28,Bokod,White Potato,95.953
2015-03-31,Bokod,White Potato,68.748
2015-04-30,Bokod,White Potato,45.954
2015-05-31,Bokod,White Potato,61.763
2015-06-30,Bokod,White Potato,89.335
2015-07-31,Bokod,White Potato,112.864
2015-08-31,Bokod,White Potato,17.279
2015-09-30,Bokod,White Potato,23.161
2015-10-31,Bokod,White Potato,29.411
2015-11-30,Bokod,White Potato,43.749
2015-12-31,Bokod,White Potato,62.13
2016-01-31,Bokod,White Potato,102.102
2016-02-29,Bokod,White Potato,115.362
2016-03-31,Bokod,White Potato,82.654
2016-04-30,Bokod,White Potato,55.25
2016-05-31,Bokod,White Potato,74.256
2016-06-30,Bokod,White Potato,107.406
2016-07-31,Bokod,White Potato,135.694
2016-08-31,Bokod,White Potato,20.774
2016-09-30,Bokod,White Potato,27.846
2016-10-31,Bokod,White Potato,35.36
2016-11-30,Bokod,White Potato,52.598
2016-12-31,Bokod,White Potato,74.698
2017-01-31,Bokod,White Potato,120.582
2017-02-28,Bokod,White Potato,136.242
2017-03-31,Bokod,White Potato,97.614
2017-04-30,Bokod,White Potato,65.25
2017-05-31,Bokod,White Potato,87.696
2017-06-30,Bokod,White Potato,126.846
2017-07-31,Bokod,White Potato,160.254
2017-08-31,Bokod,White Potato,24.534
2017-09-30,Bokod,White Potato,32.886
2017-10-31,Bokod,White Potato,41.76
2017-11-30,Bokod,White Potato,62.118
2017-12-31,Bokod,White Potato,88.218
2018-01-31,Bokod,White Potato,117.159
2018-02-28,Bokod,White Potato,132.374
2018-03-31,Bokod,White Potato,94.843
2018-04-30,Bokod,White Potato,63.398
2018-05-31,Bokod,White Potato,85.206
2018-06-30,Bokod,White Potato,123.245
2018-07-31,Bokod,White Potato,155.704
2018-08-31,Bokod,White Potato,23.837
2018-09-30,Bokod,White Potato,31.952
2018-10-31,Bokod,White Potato,40.574
2018-11-30,Bokod,White Potato,60.354
2018-12-31,Bokod,White Potato,85.713
2019-01-31,Bokod,White Potato,252.252
2019-02-28,Bokod,White Potato,285.012
2019-03-31,Bokod,White Potato,204.204
2019-04-30,Bokod,White Potato,136.5
2019-05-31,Bokod,White Potato,183.456
2019-06-30,Bokod,White Potato,265.356
2019-07-31,Bokod,White Potato,335.244
2019-08-31,Bokod,White Potato,51.324
2019-09-30,Bokod,White Potato,68.796
2019-10-31,Bokod,White Potato,87.36
2019-11-30,Bokod,White Potato,129.948
2019-12-31,Bokod,White Potato,184.548
2015-01-31,Buguias,White Potato,7103.869
2015-02-28,Buguias,White Potato,8026.449
2015-03-31,Buguias,White Potato,5750.751
2015-04-30,Buguias,White Potato,3844.085
2015-05-31,Buguias,White Potato,5166.45
2015-06-30,Buguias,White Potato,7472.901
2015-07-31,Buguias,White Potato,9441.073
2015-08-31,Buguias,White Potato,1445.376
2015-09-30,Buguias,White Potato,1937.419
2015-10-31,Buguias,White Potato,2460.214
2015-11-30,Buguias,White Potato,3659.569
2015-12-31,Buguias,White Potato,5197.203
2016-01-31,Buguias,White Potato,7832.489
2016-02-29,Buguias,White Potato,8849.696
2016-03-31,Buguias,White Potato,6340.587
2016-04-30,Buguias,White Potato,4238.36
2016-05-31,Buguias,White Potato,5696.356
2016-06-30,Buguias,White Potato,8239.372
2016-07-31,Buguias,White Potato,10409.412
2016-08-31,Buguias,White Potato,1593.623
2016-09-30,Buguias,White Potato,2136.133
2016-10-31,Buguias,White Potato,2712.55
2016-11-30,Buguias,White Potato,4034.919
2016-12-31,Buguias,White Potato,5730.263
2017-01-31,Buguias,White Potato,7515.932
2017-02-28,Buguias,White Potato,8492.027
2017-03-31,Buguias,White Potato,6084.326
2017-04-30,Buguias,White Potato,4067.063
2017-05-31,Buguias,White Potato,5466.132
2017-06-30,Buguias,White Potato,7906.37
2017-07-31,Buguias,White Potato,9988.706
2017-08-31,Buguias,White Potato,1529.216
2017-09-30,Buguias,White Potato,2049.8
2017-10-31,Buguias,White Potato,2602.92
2017-11-30,Buguias,White Potato,3871.844
2017-12-31,Buguias,White Potato,5498.669
2018-01-31,Buguias,White Potato,5936.261
2018-02-28,Buguias,White Potato,6707.204
2018-03-31,Buguias,White Potato,4805.545
2018-04-30,Buguias,White Potato,3212.263
2018-05-31,Buguias,White Potato,4317.281
2018-06-30,Buguias,White Potato,6244.638
2018-07-31,Buguias,White Potato,7889.317
2018-08-31,Buguias,White Potato,1207.811
2018-09-30,Buguias,White Potato,1618.98
2018-10-31,Buguias,White Potato,2055.848
2018-11-30,Buguias,White Potato,3058.074
2018-12-31,Buguias,White Potato,4342.979
2019-01-31,Buguias,White Potato,7534.758
2019-02-28,Buguias,White Potato,8513.298
2019-03-31,Buguias,White Potato,6099.566
2019-04-30,Buguias,White Potato,4077.25
2019-05-31,Buguias,White Potato,5479.824
2019-06-30,Buguias,White Potato,7926.174
2019-07-31,Buguias,White Potato,10013.726
2019-08-31,Buguias,White Potato,1533.046
2019-09-30,Buguias,White Potato,2054.934
2019-10-31,Buguias,White Potato,2609.44
2019-11-30,Buguias,White Potato,3881.542
2019-12-31,Buguias,White Potato,5512.442
2015-01-31,Itogon,White Potato,14.784
2015-02-28,Itogon,White Potato,16.704
2015-03-31,Itogon,White Potato,11.968
2015-04-30,Itogon,White Potato,8
2015-05-31,Itogon,White Potato,10.752
2015-06-30,Itogon,White Potato,15.552
2015-07-31,Itogon,White Potato,19.648
2015-08-31,Itogon,White Potato,3.008
2015-09-30,Itogon,White Potato,4.032
2015-10-31,Itogon,White Potato,5.12
2015-11-30,Itogon,White Potato,7.616
2015-12-31,Itogon,White Potato,10.816
2016-01-31,Itogon,White Potato,34.65
2016-02-29,Itogon,White Potato,39.15
2016-03-31,Itogon,White Potato,28.05
2016-04-30,Itogon,White Potato,18.75
2016-05-31,Itogon,White Potato,25.2
2016-06-30,Itogon,White Potato,36.45
2016-07-31,Itogon,White Potato,46.05
2016-08-31,Itogon,White Potato,7.05
2016-09-30,Itogon,White Potato,9.45
2016-10-31,Itogon,White Potato,12
2016-11-30,Itogon,White Potato,17.85
2016-12-31,Itogon,White Potato,25.35
2017-01-31,Itogon,White Potato,23.1
2017-02-28,Itogon,White Potato,26.1
2017-03-31,Itogon,White Potato,18.7
2017-04-30,Itogon,White Potato,12.5
2017-05-31,Itogon,White Potato,16.8
2017-06-30,Itogon,White Potato,24.3
2017-07-31,Itogon,White Potato,30.7
2017-08-31,Itogon,White Potato,4.7
2017-09-30,Itogon,White Potato,6.3
2017-10-31,Itogon,White Potato,8
2017-11-30,Itogon,White Potato,11.9
2017-12-31,Itogon,White Potato,16.9
2018-01-31,Itogon,White Potato,28.875
2018-02-28,Itogon,White Potato,32.625
2018-03-31,Itogon,White Potato,23.375
2018-04-30,Itogon,White Potato,15.625
2018-05-31,Itogon,White Potato,21
2018-06-30,Itogon,White Potato,30.375
2018-07-31,Itogon,White Potato,38.375
2018-08-31,Itogon,White Potato,5.875
2018-09-30,Itogon,White Potato,7.875
2018-10-31,Itogon,White Potato,10
2018-11-30,Itogon,White Potato,14.875
2018-12-31,Itogon,White Potato,21.125
2019-01-31,Itogon,White Potato,40.425
2019-02-28,Itogon,White Potato,45.675
2019-03-31,Itogon,White Potato,32.725
2019-04-30,Itogon,White Potato,21.875
2019-05-31,Itogon,White Potato,29.4
2019-06-30,Itogon,White Potato,42.525
2019-07-31,Itogon,White Potato,53.725
2019-08-31,Itogon,White Potato,8.225
2019-09-30,Itogon,White Potato,11.025
2019-10-31,Itogon,White Potato,14
2019-11-30,Itogon,White Potato,20.825
2019-12-31,Itogon,White Potato,29.575
2015-01-31,Kabayan,White Potato,637.56
2015-02-28,Kabayan,White Potato,720.36
2015-03-31,Kabayan,White Potato,516.12
2015-04-30,Kabayan,White Potato,345
2015-05-31,Kabayan,White Potato,463.68
2015-06-30,Kabayan,White Potato,670.68
2015-07-31,Kabayan,White Potato,847.32
2015-08-31,Kabayan,White Potato,129.72
2015-09-30,Kabayan,White Potato,173.88
2015-10-31,Kabayan,White Potato,220.8
2015-11-30,Kabayan,White Potato,328.44
2015-12-31,Kabayan,White Potato,466.44
2016-01-31,Kabayan,White Potato,548.625
2016-02-29,Kabayan,White Potato,619.875
2016-03-31,Kabayan,White Potato,444.125
2016-04-30,Kabayan,White Potato,296.875
2016-05-31,Kabayan,White Potato,399
2016-06-30,Kabayan,White Potato,577.125
2016-07-31,Kabayan,White Potato,729.125
2016-08-31,Kabayan,White Potato,111.625
2016-09-30,Kabayan,White Potato,149.625
2016-10-31,Kabayan,White Potato,190
2016-11-30,Kabayan,White Potato,282.625
2016-12-31,Kabayan,White Potato,401.375
2017-01-31,Kabayan,White Potato,471.24
2017-02-28,Kabayan,White Potato,532.44
2017-03-31,Kabayan,White Potato,381.48
2017-04-30,Kabayan,White Potato,255
2017-05-31,Kabayan,White Potato,342.72
2017-06-30,Kabayan,White Potato,495.72
2017-07-31,Kabayan,White Potato,626.28
2017-08-31,Kabayan,White Potato,95.88
2017-09-30,Kabayan,White Potato,128.52
2017-10-31,Kabayan,White Potato,163.2
2017-11-30,Kabayan,White Potato,242.76
2017-12-31,Kabayan,White Potato,344.76
2018-01-31,Kabayan,White Potato,522.638
2018-02-28,Kabayan,White Potato,590.513
2018-03-31,Kabayan,White Potato,423.088
2018-04-30,Kabayan,White Potato,282.813
2018-05-31,Kabayan,White Potato,380.1
2018-06-30,Kabayan,White Potato,549.788
2018-07-31,Kabayan,White Potato,694.588
2018-08-31,Kabayan,White Potato,106.338
2018-09-30,Kabayan,White Potato,142.538
2018-10-31,Kabayan,White Potato,181
2018-11-30,Kabayan,White Potato,269.238
2018-12-31,Kabayan,White Potato,382.363
2019-01-31,Kabayan,White Potato,585.008
2019-02-28,Kabayan,White Potato,660.983
2019-03-31,Kabayan,White Potato,473.578
2019-04-30,Kabayan,White Potato,316.563
2019-05-31,Kabayan,White Potato,425.46
2019-06-30,Kabayan,White Potato,615.398
2019-07-31,Kabayan,White Potato,777.478
2019-08-31,Kabayan,White Potato,119.028
2019-09-30,Kabayan,White Potato,159.548
2019-10-31,Kabayan,White Potato,202.6
2019-11-30,Kabayan,White Potato,301.368
2019-12-31,Kabayan,White Potato,427.993
2017-01-31,Kapangan,White Potato,0.003
2017-02-28,Kapangan,White Potato,0.004
2017-03-31,Kapangan,White Potato,0.003
2017-04-30,Kapangan,White Potato,0.002
2017-05-31,Kapangan,White Potato,0.003
2017-06-30,Kapangan,White Potato,0.004
2017-07-31,Kapangan,White Potato,0.005
2017-08-31,Kapangan,White Potato,0.001
2017-09-30,Kapangan,White Potato,0.001
2017-10-31,Kapangan,White Potato,0.001
2017-11-30,Kapangan,White Potato,0.002
2017-12-31,Kapangan,White Potato,0.003
2018-01-31,Kapangan,White Potato,1.155
2018-02-28,Kapangan,White Potato,1.305
2018-03-31,Kapangan,White Potato,0.935
2018-04-30,Kapangan,White Potato,0.625
2018-05-31,Kapangan,White Potato,0.84
2018-06-30,Kapangan,White Potato,1.215
2018-07-31,Kapangan,White Potato,1.535
2018-08-31,Kapangan,White Potato,0.235
2018-09-30,Kapangan,White Potato,0.315
2018-10-31,Kapangan,White Potato,0.4
2018-11-30,Kapangan,White Potato,0.595
2018-12-31,Kapangan,White Potato,0.845
2019-01-31,Kapangan,White Potato,0.021
2019-02-28,Kapangan,White Potato,0.023
2019-03-31,Kapangan,White Potato,0.017
2019-04-30,Kapangan,White Potato,0.011
2019-05-31,Kapangan,White Potato,0.015
2019-06-30,Kapangan,White Potato,0.022
2019-07-31,Kapangan,White Potato,0.028
2019-08-31,Kapangan,White Potato,0.004
2019-09-30,Kapangan,White Potato,0.006
2019-10-31,Kapangan,White Potato,0.007
2019-11-30,Kapangan,White Potato,0.011
2019-12-31,Kapangan,White Potato,0.015
2015-01-31,Kibungan,White Potato,2978.976
2015-02-28,Kibungan,White Potato,3365.856
2015-03-31,Kibungan,White Potato,2411.552
2015-04-30,Kibungan,White Potato,1612
2015-05-31,Kibungan,White Potato,2166.528
2015-06-30,Kibungan,White Potato,3133.728
2015-07-31,Kibungan,White Potato,3959.072
2015-08-31,Kibungan,White Potato,606.112
2015-09-30,Kibungan,White Potato,812.448
2015-10-31,Kibungan,White Potato,1031.68
2015-11-30,Kibungan,White Potato,1534.624
2015-12-31,Kibungan,White Potato,2179.424
2016-01-31,Kibungan,White Potato,5955.065
2016-02-29,Kibungan,White Potato,6728.45
2016-03-31,Kibungan,White Potato,4820.767
2016-04-30,Kibungan,White Potato,3222.438
2016-05-31,Kibungan,White Potato,4330.956
2016-06-30,Kibungan,White Potato,6264.419
2016-07-31,Kibungan,White Potato,7914.307
2016-08-31,Kibungan,White Potato,1211.637
2016-09-30,Kibungan,White Potato,1624.109
2016-10-31,Kibungan,White Potato,2062.36
2016-11-30,Kibungan,White Potato,3067.761
